"Date(UTC)","Julian Date","MET","TS","Energy Flux [0.1-100 GeV](MeV cm-2 s-1)","Energy Flux Error","Photon Index","Photon Index Error","Sun Distance","Fit Tolerance","MINUIT Return Code","Analysis Log"
"Oct 22 2019","2458778.4999537035","593395201","5.65","7.57e-6","3.84e-6","-2.36","-","135.21","1e-8","0","bin137.log"
"Nov 21 2019","2458808.4999537035","595987201","73.1","4.16e-5","7.10e-6","-2.36","-","163.21","1e-8","0","bin138.log"
"Dec 21 2019","2458838.4999537035","598579201","13.84","1.34e-5","4.95e-6","-2.36","-","161.85","1e-8","0","bin139.log"
"Jan 20 2020","2458868.4999537035","601171201","11","6.81e-6","3.13e-6","-2.36","-","129.91","1e-8","0","bin140.log"
"Feb 19 2020","2458898.4999537035","603763201","5.65","6.78e-6","3.45e-6","-2.36","-","99.10","1e-8","0","bin141.log"
"Mar 20 2020","2458928.4999537035","606355201","26.87","1.59e-5","4.20e-6","-2.36","-","70.81","1e-8","0","bin142.log"
"Apr 19 2020","2458958.4999537035","608947201","39.89","2.09e-5","4.80e-6","-2.36","-","43.82","1e-8","0","bin143.log"
"May 19 2020","2458988.4999537035","611539201","18.2","1.43e-5","4.30e-6","-2.36","-","16.81","1e-8","0","bin144.log"
"Jun 18 2020","2459018.4999537035","614131201","12.09","1.25e-5","4.75e-6","-2.36","-","16.61","1e-8","0","bin145.log"
"Jul 18 2020","2459048.4999537035","616723201","34.48","1.53e-5","3.60e-6","-2.36","-","46.34","1e-8","0","bin146.log"
"Aug 17 2020","2459078.4999537035","619315201","5.71","6.20e-6","3.24e-6","-2.36","-","75.73","1e-8","0","bin147.log"
"Sep 16 2020","2459108.4999537035","621907201","11.62","7.48e-6","3.09e-6","-2.36","-","103.43","1e-8","0","bin148.log"
"Oct 16 2020","2459138.4999537035","624499201","1.88","< 8.25e-6","-","-","-","130.43","1e-8","0","bin149.log"
"Nov 15 2020","2459168.4999537035","627091201","12.88","1.97e-5","7.00e-6","-2.36","-","158.32","1e-8","0","bin150.log"
"Dec 15 2020","2459198.4999537035","629683201","8.69","9.63e-6","3.91e-6","-2.36","-","166.92","1e-8","0","bin151.log"
"Jan 14 2021","2459228.4999537035","632275201","2.06","< 1.15e-5","-","-","-","135.53","1e-8","0","bin152.log"
"Feb 13 2021","2459258.4999537035","634867201","16.04","8.88e-6","3.04e-6","-2.36","-","104.29","1e-8","0","bin153.log"
"Mar 15 2021","2459288.4999537035","637459201","8.33","6.70e-6","3.21e-6","-2.36","-","75.61","1e-8","0","bin154.log"
"Apr 14 2021","2459318.4999537035","640051201","15.83","1.16e-5","4.14e-6","-2.36","-","48.52","1e-8","0","bin155.log"
"May 14 2021","2459348.4999537035","642643201","28.57","1.59e-5","4.00e-6","-2.36","-","21.46","1e-8","0","bin156.log"
"Jun 13 2021","2459378.4999537035","645235201","5.13","8.18e-6","4.80e-6","-2.36","-","12.04","1e-8","0","bin157.log"
"Jul 13 2021","2459408.4999537035","647827201","32.83","1.49e-5","3.50e-6","-2.36","-","41.06","1e-8","0","bin158.log"
"Aug 12 2021","2459438.4999537035","650419201","128.42","3.89e-5","5.10e-6","-2.36","-","70.72","1e-8","0","bin159.log"
"Sep 11 2021","2459468.4999537035","653011201","21.61","1.11e-5","3.42e-6","-2.36","-","98.69","1e-8","0","bin160.log"
"Oct 11 2021","2459498.4999537035","655603201","25.22","1.50e-5","4.00e-6","-2.36","-","125.69","1e-8","0","bin161.log"
"Nov 10 2021","2459528.4999537035","658195201","2.6","< 1.53e-5","-","-","-","153.38","1e-8","0","bin162.log"
"Dec 10 2021","2459558.4999537035","660787201","9.13","8.90e-6","3.97e-6","-2.36","-","171.12","1e-8","0","bin163.log"
"Jan 09 2022","2459588.4999537035","663379201","7.22","1.19e-5","5.37e-6","-2.36","-","141.17","1e-8","0","bin164.log"
"Feb 08 2022","2459618.4999537035","665971201","6.12","6.63e-6","3.11e-6","-2.36","-","109.57","1e-8","0","bin165.log"
"Mar 10 2022","2459648.4999537035","668563201","25.37","1.66e-5","4.50e-6","-2.36","-","80.46","1e-8","0","bin166.log"
"Apr 09 2022","2459678.4999537035","671155201","13.11","1.10e-5","3.81e-6","-2.36","-","53.22","1e-8","0","bin167.log"
"May 09 2022","2459708.4999537035","673747201","2.13","< 1.32e-5","-","-","-","26.19","1e-8","0","bin168.log"
"Jun 08 2022","2459738.4999537035","676339201","3.72","< 1.36e-5","-","-","-","8.47","1e-8","0","bin169.log"
"Jul 08 2022","2459768.4999537035","678931201","0.1","< 7.10e-6","-","-","-","35.78","1e-8","0","bin170.log"
"Aug 07 2022","2459798.4999537035","681523201","22.34","1.23e-5","3.54e-6","-2.36","-","65.65","1e-8","0","bin171.log"
"Sep 06 2022","2459828.4999537035","684115201","20.74","1.24e-5","3.67e-6","-2.36","-","93.91","1e-8","0","bin172.log"
"Oct 06 2022","2459858.4999537035","686707201","1.49","< 9.85e-6","-","-","-","120.97","1e-8","0","bin173.log"
"Nov 05 2022","2459888.4999537035","689299201","19.6","1.31e-5","3.96e-6","-2.36","-","148.44","1e-8","0","bin174.log"
"Dec 05 2022","2459918.4999537035","691891201","65.93","3.60e-5","6.70e-6","-2.36","-","172.84","1e-8","0","bin175.log"
"Jan 04 2023","2459948.4999537035","694483201","23.83","1.98e-5","5.20e-6","-2.36","-","146.82","1e-8","0","bin176.log"
"Feb 03 2023","2459978.4999537035","697075201","102.37","3.35e-5","4.80e-6","-2.36","-","114.93","1e-8","0","bin177.log"
"Mar 05 2023","2460008.4999537035","699667201","176.13","4.55e-5","5.10e-6","-2.36","-","85.37","1e-8","0","bin178.log"
"Apr 04 2023","2460038.4999537035","702259201","54.94","2.10e-5","4.20e-6","-2.36","-","57.92","1e-8","0","bin179.log"
"May 04 2023","2460068.4999537035","704851201","0","-","-","-","-","30.94","1e-8","0","bin180.log"
