"Date(UTC)","Julian Date","MET","TS","Energy Flux [0.1-100 GeV](MeV cm-2 s-1)","Energy Flux Error","Photon Index","Photon Index Error","Sun Distance","Fit Tolerance","MINUIT Return Code","Analysis Log"
"Feb 10 2016","2457428.499965278","476755201","238.5","7.91e-5","1.24e-5","-1.75","-","111.18","1e-8","0","bin92.log"
"Mar 11 2016","2457458.499965278","479347201","368.41","8.62e-5","1.11e-5","-1.75","-","84.86","1e-8","0","bin93.log"
"Apr 10 2016","2457488.499965278","481939201","162.34","5.14e-5","9.30e-6","-1.75","-","60.85","1e-8","0","bin94.log"
"May 10 2016","2457518.499965278","484531201","112.82","3.49e-5","8.20e-6","-1.75","-","37.00","1e-8","0","bin95.log"
"Jun 09 2016","2457548.499965278","487123201","303.56","7.28e-5","1.08e-5","-1.75","-","16.98","1e-8","0","bin96.log"
"Jul 09 2016","2457578.499965278","489715201","167.73","6.22e-5","1.12e-5","-1.75","-","30.28","1e-8","0","bin97.log"
"Aug 08 2016","2457608.499965278","492307201","477.5","7.60e-5","8.90e-6","-1.75","-","58.68","1e-8","0","bin98.log"
"Sep 07 2016","2457638.499965278","494899201","306.03","9.15e-5","1.27e-5","-1.75","-","87.67","1e-8","0","bin99.log"
"Oct 07 2016","2457668.499965278","497491201","1009.88","1.86e-4","1.50e-5","-1.75","-","116.54","1e-8","0","bin100.log"
"Nov 06 2016","2457698.499965278","500083201","807.75","1.96e-4","1.90e-5","-1.75","-","146.38","1e-8","0","bin101.log"
"Dec 06 2016","2457728.499965278","502675201","541.04","1.37e-4","1.50e-5","-1.75","-","173.65","1e-8","0","bin102.log"
"Jan 05 2017","2457758.4999537035","505267201","300.42","9.52e-5","1.29e-5","-1.75","-","146.85","1e-8","0","bin103.log"
"Feb 04 2017","2457788.4999537035","507859201","332.66","1.04e-4","1.44e-5","-1.75","-","116.16","1e-8","0","bin104.log"
"Mar 06 2017","2457818.4999537035","510451201","621.3","1.28e-4","1.30e-5","-1.75","-","89.23","1e-8","0","bin105.log"
"Apr 05 2017","2457848.4999537035","513043201","473.71","1.33e-4","1.60e-5","-1.75","-","64.99","1e-8","0","bin106.log"
"May 05 2017","2457878.4999537035","515635201","560.78","1.35e-4","1.40e-5","-1.75","-","41.19","1e-8","0","bin107.log"
"Jun 04 2017","2457908.4999537035","518227201","308.08","8.87e-5","1.30e-5","-1.75","-","19.16","1e-8","0","bin108.log"
"Jul 04 2017","2457938.4999537035","520819201","133.53","4.98e-5","9.70e-6","-1.75","-","25.86","1e-8","0","bin109.log"
"Aug 03 2017","2457968.4999537035","523411201","168.52","5.15e-5","8.90e-6","-1.75","-","53.59","1e-8","0","bin110.log"
"Sep 02 2017","2457998.4999537035","526003201","85.71","4.45e-5","1.02e-5","-1.75","-","82.63","1e-8","0","bin111.log"
"Oct 02 2017","2458028.4999537035","528595201","152.96","4.05e-5","7.90e-6","-1.75","-","111.45","1e-8","0","bin112.log"
"Nov 01 2017","2458058.4999537035","531187201","74.84","2.97e-5","8.20e-6","-1.75","-","141.05","1e-8","0","bin113.log"
"Dec 01 2017","2458088.4999537035","533779201","72.14","2.44e-5","6.70e-6","-1.75","-","170.93","1e-8","0","bin114.log"
"Dec 31 2017","2458118.4999537035","536371201","142.91","6.35e-5","1.16e-5","-1.75","-","152.47","1e-8","0","bin115.log"
"Jan 30 2018","2458148.4999537035","538963201","93.45","4.28e-5","9.30e-6","-1.75","-","121.27","1e-8","0","bin116.log"
"Mar 01 2018","2458178.4999537035","541555201","107.61","5.41e-5","1.04e-5","-1.75","-","93.68","1e-8","0","bin117.log"
"Mar 31 2018","2458208.4999537035","544147201","137.74","9.11e-5","1.84e-5","-1.75","-","69.14","1e-8","0","bin118.log"
"Apr 30 2018","2458238.4999537035","546739201","581.08","1.32e-4","1.30e-5","-1.75","-","45.39","1e-8","0","bin119.log"
"May 30 2018","2458268.4999537035","549331201","626.61","1.05e-4","1.04e-5","-1.75","-","22.27","1e-8","0","bin120.log"
"Jun 29 2018","2458298.4999537035","551923201","1252.72","1.55e-4","1.20e-5","-1.75","-","21.90","1e-8","0","bin121.log"
"Jul 29 2018","2458328.4999537035","554515201","564.25","1.55e-4","1.70e-5","-1.75","-","48.51","1e-8","0","bin122.log"
"Aug 28 2018","2458358.4999537035","557107201","509.98","9.06e-5","9.70e-6","-1.75","-","77.59","1e-8","0","bin123.log"
"Sep 27 2018","2458388.4999537035","559699201","63.91","4.30e-5","1.26e-5","-1.75","-","106.40","1e-8","0","bin124.log"
"Oct 27 2018","2458418.4999537035","562291201","379.16","7.61e-5","9.80e-6","-1.75","-","135.77","1e-8","0","bin125.log"
"Nov 26 2018","2458448.4999537035","564883201","242.86","7.54e-5","1.17e-5","-1.75","-","166.22","1e-8","0","bin126.log"
"Dec 26 2018","2458478.4999537035","567475201","347","9.24e-5","1.22e-5","-1.75","-","158.07","1e-8","0","bin127.log"
"Jan 25 2019","2458508.4999537035","570067201","185.83","4.82e-5","8.50e-6","-1.75","-","126.50","1e-8","0","bin128.log"
"Feb 24 2019","2458538.4999537035","572659201","394.89","9.75e-5","1.29e-5","-1.75","-","98.23","1e-8","0","bin129.log"
"Mar 26 2019","2458568.4999537035","575251201","605.72","1.28e-4","1.40e-5","-1.75","-","73.30","1e-8","0","bin130.log"
"Apr 25 2019","2458598.4999537035","577843201","623.88","1.18e-4","1.20e-5","-1.75","-","49.56","1e-8","0","bin131.log"
"May 25 2019","2458628.4999537035","580435201","728.52","1.35e-4","1.30e-5","-1.75","-","25.93","1e-8","0","bin132.log"
"Jun 24 2019","2458658.4999537035","583027201","272.93","7.54e-5","1.02e-5","-1.75","-","18.71","1e-8","0","bin133.log"
"Jul 24 2019","2458688.4999537035","585619201","391.12","8.82e-5","1.12e-5","-1.75","-","43.47","1e-8","0","bin134.log"
"Aug 23 2019","2458718.4999537035","588211201","313.23","6.65e-5","9.40e-6","-1.75","-","72.52","1e-8","0","bin135.log"
"Sep 22 2019","2458748.4999537035","590803201","291.6","8.51e-5","1.21e-5","-1.75","-","101.36","1e-8","0","bin136.log"
"Oct 22 2019","2458778.4999537035","593395201","433.7","9.56e-5","1.15e-5","-1.75","-","130.54","1e-8","0","bin137.log"
"Nov 21 2019","2458808.4999537035","595987201","740.03","1.45e-4","1.30e-5","-1.75","-","160.99","1e-8","0","bin138.log"
"Dec 21 2019","2458838.4999537035","598579201","458.9","9.57e-5","1.07e-5","-1.75","-","163.58","1e-8","0","bin139.log"
"Jan 20 2020","2458868.4999537035","601171201","273.87","7.19e-5","1.00e-5","-1.75","-","131.84","1e-8","0","bin140.log"
"Feb 19 2020","2458898.4999537035","603763201","220.78","6.69e-5","1.04e-5","-1.75","-","102.89","1e-8","0","bin141.log"
"Mar 20 2020","2458928.4999537035","606355201","511.93","1.13e-4","1.20e-5","-1.75","-","77.50","1e-8","0","bin142.log"
"Apr 19 2020","2458958.4999537035","608947201","421.09","1.03e-4","1.23e-5","-1.75","-","53.72","1e-8","0","bin143.log"
"May 19 2020","2458988.4999537035","611539201","422.7","8.51e-5","1.04e-5","-1.75","-","29.88","1e-8","0","bin144.log"
"Jun 18 2020","2459018.4999537035","614131201","849.35","1.60e-4","1.40e-5","-1.75","-","16.70","1e-8","0","bin145.log"
"Jul 18 2020","2459048.4999537035","616723201","1627.41","2.60e-4","1.70e-5","-1.75","-","38.50","1e-8","0","bin146.log"
"Aug 17 2020","2459078.4999537035","619315201","1275.6","2.12e-4","1.60e-5","-1.75","-","67.45","1e-8","0","bin147.log"
"Sep 16 2020","2459108.4999537035","621907201","537.61","1.47e-4","1.50e-5","-1.75","-","96.33","1e-8","0","bin148.log"
"Oct 16 2020","2459138.4999537035","624499201","678.66","1.31e-4","1.30e-5","-1.75","-","125.36","1e-8","0","bin149.log"
"Nov 15 2020","2459168.4999537035","627091201","226.34","6.46e-5","9.60e-6","-1.75","-","155.63","1e-8","0","bin150.log"
"Dec 15 2020","2459198.4999537035","629683201","176.08","4.83e-5","7.80e-6","-1.75","-","168.75","1e-8","0","bin151.log"
"Jan 14 2021","2459228.4999537035","632275201","191.57","5.42e-5","9.30e-6","-1.75","-","137.29","1e-8","0","bin152.log"
"Feb 13 2021","2459258.4999537035","634867201","186.72","4.70e-5","8.30e-6","-1.75","-","107.66","1e-8","0","bin153.log"
"Mar 15 2021","2459288.4999537035","637459201","169.44","4.17e-5","8.10e-6","-1.75","-","81.75","1e-8","0","bin154.log"
"Apr 14 2021","2459318.4999537035","640051201","226.52","6.45e-5","9.50e-6","-1.75","-","57.87","1e-8","0","bin155.log"
"May 14 2021","2459348.4999537035","642643201","250.58","5.25e-5","8.30e-6","-1.75","-","33.99","1e-8","0","bin156.log"
"Jun 13 2021","2459378.4999537035","645235201","148.49","4.49e-5","8.30e-6","-1.75","-","16.26","1e-8","0","bin157.log"
"Jul 13 2021","2459408.4999537035","647827201","225.66","4.82e-5","7.80e-6","-1.75","-","33.66","1e-8","0","bin158.log"
"Aug 12 2021","2459438.4999537035","650419201","280.38","6.68e-5","1.02e-5","-1.75","-","62.36","1e-8","0","bin159.log"
"Sep 11 2021","2459468.4999537035","653011201","234.78","6.99e-5","1.06e-5","-1.75","-","91.31","1e-8","0","bin160.log"
"Oct 11 2021","2459498.4999537035","655603201","194.35","6.16e-5","9.70e-6","-1.75","-","120.22","1e-8","0","bin161.log"
"Nov 10 2021","2459528.4999537035","658195201","138.89","4.81e-5","9.00e-6","-1.75","-","150.25","1e-8","0","bin162.log"
"Dec 10 2021","2459558.4999537035","660787201","258.86","6.51e-5","9.40e-6","-1.75","-","172.80","1e-8","0","bin163.log"
